name,category
http://bio2rdf.org/drugbank:DB04575,Hormone-Replacement-Agents
http://bio2rdf.org/drugbank:DB04575,Estrogens
http://bio2rdf.org/drugbank:DB00370,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00370,Adrenergic-alpha-Antagonists
http://bio2rdf.org/drugbank:DB00370,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00420,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB00420,Phenothiazines
http://bio2rdf.org/drugbank:DB00420,Antiemetics
http://bio2rdf.org/drugbank:DB00420,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00477,Phenothiazines
http://bio2rdf.org/drugbank:DB00477,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00246,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01267,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01224,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01238,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00363,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00363,Serotonin-Antagonists
http://bio2rdf.org/drugbank:DB00363,GABA-Antagonists
http://bio2rdf.org/drugbank:DB00726,Adrenergic-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00726,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00777,Histamine-Antagonists
http://bio2rdf.org/drugbank:DB00777,Hypnotics-and-Sedatives
http://bio2rdf.org/drugbank:DB00777,Antiemetics
http://bio2rdf.org/drugbank:DB00543,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00543,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB00543,Neurotransmitter-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00543,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00543,Adrenergic-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB01069,Antipruritics
http://bio2rdf.org/drugbank:DB01069,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB01069,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB01239,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01239,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB00320,Analgesics
http://bio2rdf.org/drugbank:DB00320,Dopamine-Agonists
http://bio2rdf.org/drugbank:DB00320,Anti-migraine-Agents
http://bio2rdf.org/drugbank:DB00320,Vasoconstrictor-Agents
http://bio2rdf.org/drugbank:DB00247,Serotonin-Antagonists
http://bio2rdf.org/drugbank:DB00247,Vasoconstrictor-Agents
http://bio2rdf.org/drugbank:DB06144,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00508,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB08889,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00564,Antimanic-Agents
http://bio2rdf.org/drugbank:DB00564,Analgesics
http://bio2rdf.org/drugbank:DB00564,Anticonvulsants
http://bio2rdf.org/drugbank:DB00313,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00313,GABA-Agents
http://bio2rdf.org/drugbank:DB00313,Anticonvulsants
http://bio2rdf.org/drugbank:DB00313,Antimanic-Agents
http://bio2rdf.org/drugbank:DB01080,GABA-Agents
http://bio2rdf.org/drugbank:DB01080,Anticonvulsants
http://bio2rdf.org/drugbank:DB01080,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00337,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00337,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00337,Dermatologic-Agents
http://bio2rdf.org/drugbank:DB03758,Antifungal-Agents
http://bio2rdf.org/drugbank:DB02546,Histone-Deacetylase-Inhibitors
http://bio2rdf.org/drugbank:DB02546,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00040,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01418,Anticoagulants
http://bio2rdf.org/drugbank:DB00331,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00912,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00912,Meglitinides
http://bio2rdf.org/drugbank:DB00912,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB08914,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB08914,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00350,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB00350,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB01067,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01306,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01306,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB01251,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00914,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00672,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00672,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB01252,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01120,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB01120,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00946,Anticoagulants
http://bio2rdf.org/drugbank:DB01124,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01124,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00222,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00222,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00222,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00222,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB04830,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00047,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00047,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00731,Meglitinides
http://bio2rdf.org/drugbank:DB00731,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00046,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00046,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01132,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01309,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00414,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00414,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB00715,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00715,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00215,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00215,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00176,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00176,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00176,Anti-Anxiety-Agents
http://bio2rdf.org/drugbank:DB01175,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB01175,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00472,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00472,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00472,Serotonin-Agents
http://bio2rdf.org/drugbank:DB01104,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB01104,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00285,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00661,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00661,Calcium-Channel-Blockers
http://bio2rdf.org/drugbank:DB00661,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB00716,Anti-Asthmatic-Agents
http://bio2rdf.org/drugbank:DB00716,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00716,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB00711,Lipoxygenase-Inhibitors
http://bio2rdf.org/drugbank:DB00711,Filaricides
http://bio2rdf.org/drugbank:DB00741,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB01097,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB01097,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01097,Adjuvants
http://bio2rdf.org/drugbank:DB01097,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB01103,Antinematodal-Agents
http://bio2rdf.org/drugbank:DB01103,Anticestodal-Agents
http://bio2rdf.org/drugbank:DB01103,Antimalarials
http://bio2rdf.org/drugbank:DB01103,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01103,Antiprotozoal-Agents
http://bio2rdf.org/drugbank:DB01103,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01103,Anthelmintics
http://bio2rdf.org/drugbank:DB00163,Supplements
http://bio2rdf.org/drugbank:DB00163,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00163,Antioxidants
http://bio2rdf.org/drugbank:DB00163,Vitamins
http://bio2rdf.org/drugbank:DB00163,Micronutrients
http://bio2rdf.org/drugbank:DB00043,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB00043,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00043,Anti-Asthmatic-Agents
http://bio2rdf.org/drugbank:DB00744,Leukotriene-Antagonists
http://bio2rdf.org/drugbank:DB00744,Lipoxygenase-Inhibitors
http://bio2rdf.org/drugbank:DB00744,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00179,Cyclooxygenase-Inhibitors
http://bio2rdf.org/drugbank:DB00179,Antioxidants
http://bio2rdf.org/drugbank:DB00179,Lipoxygenase-Inhibitors
http://bio2rdf.org/drugbank:DB00179,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01244,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB01244,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB01244,Calcium-Channel-Blockers
http://bio2rdf.org/drugbank:DB01244,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00171,Supplements
http://bio2rdf.org/drugbank:DB00171,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00171,Micronutrients
http://bio2rdf.org/drugbank:DB01016,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB01016,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB01016,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00922,Phosphodiesterase-Inhibitors
http://bio2rdf.org/drugbank:DB00922,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00922,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB00922,Cardiotonic-Agents
http://bio2rdf.org/drugbank:DB00030,Antidiabetic-Agents
http://bio2rdf.org/drugbank:DB00071,Hypoglycemic-Agents
http://bio2rdf.org/drugbank:DB03496,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB03496,Protein-Kinase-Inhibitors
http://bio2rdf.org/drugbank:DB03496,Growth-Inhibitors
http://bio2rdf.org/drugbank:DB00039,Anti-Mucositis-Agents
http://bio2rdf.org/drugbank:DB00172,Supplements
http://bio2rdf.org/drugbank:DB00172,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00172,Non-Essential-Amino-Acids
http://bio2rdf.org/drugbank:DB00172,Micronutrients
http://bio2rdf.org/drugbank:DB00143,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00143,Supplements
http://bio2rdf.org/drugbank:DB00143,Micronutrients
http://bio2rdf.org/drugbank:DB01083,Anti-Obesity-Agents
http://bio2rdf.org/drugbank:DB01083,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00144,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00144,Micronutrients
http://bio2rdf.org/drugbank:DB00144,Supplements
http://bio2rdf.org/drugbank:DB00127,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00127,Micronutrients
http://bio2rdf.org/drugbank:DB00127,Supplements
http://bio2rdf.org/drugbank:DB04786,Trypanocidal-Agents
http://bio2rdf.org/drugbank:DB04786,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB04786,Antinematodal-Agents
http://bio2rdf.org/drugbank:DB00017,Anti-Osteporotic-Agents
http://bio2rdf.org/drugbank:DB00017,Antihypercalcemic-Agents
http://bio2rdf.org/drugbank:DB00017,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB01077,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB01077,Bisphosphonates
http://bio2rdf.org/drugbank:DB01077,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00720,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00720,Bisphosphonates
http://bio2rdf.org/drugbank:DB00720,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00884,Calcium-Channel-Blockers
http://bio2rdf.org/drugbank:DB00884,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00884,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00884,Antiresorptives
http://bio2rdf.org/drugbank:DB00884,Bisphosphonates
http://bio2rdf.org/drugbank:DB00399,Bisphosphonates
http://bio2rdf.org/drugbank:DB00399,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00399,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00399,Antiresorptives
http://bio2rdf.org/drugbank:DB01075,Antidyskinetics
http://bio2rdf.org/drugbank:DB01075,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB01075,Anesthetics
http://bio2rdf.org/drugbank:DB01075,Antitussive-Agents
http://bio2rdf.org/drugbank:DB01075,Hypnotics-and-Sedatives
http://bio2rdf.org/drugbank:DB01075,Antiemetics
http://bio2rdf.org/drugbank:DB01075,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00863,Histamine-H2-Antagonists
http://bio2rdf.org/drugbank:DB00863,Anti-Ulcer-Agents
http://bio2rdf.org/drugbank:DB01133,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB01133,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00630,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00630,Bisphosphonates
http://bio2rdf.org/drugbank:DB00630,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00630,Antiresorptives
http://bio2rdf.org/drugbank:DB03880,Protease-Inhibitors
http://bio2rdf.org/drugbank:DB03880,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00282,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00282,Bisphosphonates
http://bio2rdf.org/drugbank:DB00758,Platelet-Aggregation-Inhibitors
http://bio2rdf.org/drugbank:DB00945,Platelet-Aggregation-Inhibitors
http://bio2rdf.org/drugbank:DB00945,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00945,Cyclooxygenase-Inhibitors
http://bio2rdf.org/drugbank:DB00945,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00945,Salicylates
http://bio2rdf.org/drugbank:DB00945,Antipyretics
http://bio2rdf.org/drugbank:DB06209,Platelet-Aggregation-Inhibitors
http://bio2rdf.org/drugbank:DB00063,Platelet-Aggregation-Inhibitors
http://bio2rdf.org/drugbank:DB00338,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00338,Anti-Ulcer-Agents
http://bio2rdf.org/drugbank:DB00338,Proton-Pump-Inhibitors
http://bio2rdf.org/drugbank:DB00532,Anticonvulsants
http://bio2rdf.org/drugbank:DB00196,Antifungal-Agents
http://bio2rdf.org/drugbank:DB01026,Antifungal-Agents
http://bio2rdf.org/drugbank:DB01026,14-alpha-Demethylase-Inhibitors
http://bio2rdf.org/drugbank:DB00775,Platelet-Aggregation-Inhibitors
http://bio2rdf.org/drugbank:DB00775,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00752,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB04953,Anticonvulsants
http://bio2rdf.org/drugbank:DB06692,Trypsin-Inhibitors
http://bio2rdf.org/drugbank:DB06692,Hemostatics
http://bio2rdf.org/drugbank:DB06692,Serine-Proteinase-Inhibitors
http://bio2rdf.org/drugbank:DB00015,Thrombolytic-Agents
http://bio2rdf.org/drugbank:DB00015,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00029,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00029,Thrombolytic-Agents
http://bio2rdf.org/drugbank:DB00031,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00031,Thrombolytic-Agents
http://bio2rdf.org/drugbank:DB00013,Thrombolytic-Agents
http://bio2rdf.org/drugbank:DB00009,Thrombolytic-Agents
http://bio2rdf.org/drugbank:DB06713,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB06713,Contraceptives
http://bio2rdf.org/drugbank:DB06779,Anticoagulants
http://bio2rdf.org/drugbank:DB06779,Heparins
http://bio2rdf.org/drugbank:DB06779,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB06779,Antithrombins
http://bio2rdf.org/drugbank:DB01225,Heparins
http://bio2rdf.org/drugbank:DB01225,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB01225,Anticoagulants
http://bio2rdf.org/drugbank:DB00001,Fibrinolytic-Agents
http://bio2rdf.org/drugbank:DB00001,Antithrombins
http://bio2rdf.org/drugbank:DB00035,Antidiuretic-Agents
http://bio2rdf.org/drugbank:DB00035,Hemostatics
http://bio2rdf.org/drugbank:DB00035,Renal-Agents
http://bio2rdf.org/drugbank:DB00067,Antidiuretic-Agents
http://bio2rdf.org/drugbank:DB06212,Vasopressin-receptor-antagonists
http://bio2rdf.org/drugbank:DB02638,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB02638,Vasoconstrictor-Agents
http://bio2rdf.org/drugbank:DB00358,Antimalarials
http://bio2rdf.org/drugbank:DB00468,Analgesics
http://bio2rdf.org/drugbank:DB00468,Antimalarials
http://bio2rdf.org/drugbank:DB00468,Muscle-Relaxants
http://bio2rdf.org/drugbank:DB01609,Iron-Chelating-Agents
http://bio2rdf.org/drugbank:DB00746,Chelating-Agents
http://bio2rdf.org/drugbank:DB00746,Siderophores
http://bio2rdf.org/drugbank:DB00893,Hematinics
http://bio2rdf.org/drugbank:DB00893,Anti-anemic-Agents
http://bio2rdf.org/drugbank:DB00893,Supplements
http://bio2rdf.org/drugbank:DB08826,Chelating-Agents
http://bio2rdf.org/drugbank:DB08826,Iron-Chelating-Agents
http://bio2rdf.org/drugbank:DB00989,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB00989,Cholinergic-Agents
http://bio2rdf.org/drugbank:DB00989,Neuroprotective-Agents
http://bio2rdf.org/drugbank:DB01010,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB01010,Antidotes
http://bio2rdf.org/drugbank:DB01057,Miotics
http://bio2rdf.org/drugbank:DB01057,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB01057,Parasympathomimetics
http://bio2rdf.org/drugbank:DB00981,Miotics
http://bio2rdf.org/drugbank:DB00981,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB00122,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00122,Supplements
http://bio2rdf.org/drugbank:DB00122,Lipotropic-Agents
http://bio2rdf.org/drugbank:DB00122,Nootropic-Agents
http://bio2rdf.org/drugbank:DB00122,Micronutrients
http://bio2rdf.org/drugbank:DB00545,Antimyasthenic-Agents
http://bio2rdf.org/drugbank:DB01380,Corticosteroids
http://bio2rdf.org/drugbank:DB00677,Anti-glaucoma-Agents
http://bio2rdf.org/drugbank:DB00677,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB00677,Protease-Inhibitors
http://bio2rdf.org/drugbank:DB00677,Ophthalmics
http://bio2rdf.org/drugbank:DB00382,Parasympathomimetics
http://bio2rdf.org/drugbank:DB00382,Nootropic-Agents
http://bio2rdf.org/drugbank:DB00382,Cholinesterase-Inhibitors
http://bio2rdf.org/drugbank:DB00526,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00762,Topoisomerase-I-Inhibitors
http://bio2rdf.org/drugbank:DB00762,Prodrugs
http://bio2rdf.org/drugbank:DB00762,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00762,Radiation-Sensitizing-Agents
http://bio2rdf.org/drugbank:DB00544,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00544,Antimetabolites
http://bio2rdf.org/drugbank:DB00158,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00158,Vitamin-B-Complex
http://bio2rdf.org/drugbank:DB00158,Hematinics
http://bio2rdf.org/drugbank:DB00158,Supplements
http://bio2rdf.org/drugbank:DB00158,Micronutrients
http://bio2rdf.org/drugbank:DB00650,Vitamin-B-Complex
http://bio2rdf.org/drugbank:DB00650,Anti-anemic-Agents
http://bio2rdf.org/drugbank:DB00650,Antidotes
http://bio2rdf.org/drugbank:DB00650,Vitamins
http://bio2rdf.org/drugbank:DB00650,Antineoplastics
http://bio2rdf.org/drugbank:DB00305,Nucleic-Acid-Synthesis-Inhibitors
http://bio2rdf.org/drugbank:DB00305,Antibiotics
http://bio2rdf.org/drugbank:DB00305,Cross-Linking-Reagents
http://bio2rdf.org/drugbank:DB00305,Alkylating-Agents
http://bio2rdf.org/drugbank:DB01101,Prodrugs
http://bio2rdf.org/drugbank:DB00200,Hematinics
http://bio2rdf.org/drugbank:DB00200,Vitamin-B-Complex
http://bio2rdf.org/drugbank:DB00200,Anti-anemic-Agents
http://bio2rdf.org/drugbank:DB00200,Nutritional-Support
http://bio2rdf.org/drugbank:DB01611,Antimalarials
http://bio2rdf.org/drugbank:DB01611,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01611,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00928,Antimetabolites
http://bio2rdf.org/drugbank:DB00928,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00115,Anti-anemic-Agents
http://bio2rdf.org/drugbank:DB00115,Vitamins
http://bio2rdf.org/drugbank:DB00115,Vitamin-B-Complex
http://bio2rdf.org/drugbank:DB06777,Cathartics
http://bio2rdf.org/drugbank:DB06777,Gastrointestinal-Agents
http://bio2rdf.org/drugbank:DB01586,Cholagogues-and-Choleretics
http://bio2rdf.org/drugbank:DB00687,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00155,Micronutrients
http://bio2rdf.org/drugbank:DB00155,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00155,Supplements
http://bio2rdf.org/drugbank:DB00155,Non-Essential-Amino-Acids
http://bio2rdf.org/drugbank:DB00360,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00360,Supplements
http://bio2rdf.org/drugbank:DB00125,Supplements
http://bio2rdf.org/drugbank:DB00125,Dietary-Supplements
http://bio2rdf.org/drugbank:DB00125,Micronutrients
http://bio2rdf.org/drugbank:DB00125,Conditionally-Essential-Amino-Acids
http://bio2rdf.org/drugbank:DB01686,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB04223,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01342,Angiotensin-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB01233,Antiemetics
http://bio2rdf.org/drugbank:DB01233,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB01233,Prokinetic-Agents
http://bio2rdf.org/drugbank:DB00904,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00757,Antiemetics
http://bio2rdf.org/drugbank:DB00757,Serotonin-Antagonists
http://bio2rdf.org/drugbank:DB00889,Antiemetics
http://bio2rdf.org/drugbank:DB00889,Serotonin-Antagonists
http://bio2rdf.org/drugbank:DB00005,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB08904,TNF-inhibitor
http://bio2rdf.org/drugbank:DB00065,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00065,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00065,Gastrointestinal-Agents
http://bio2rdf.org/drugbank:DB00065,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00065,Dermatologic-Agents
http://bio2rdf.org/drugbank:DB00026,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00026,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00051,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00051,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00051,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB06674,Antipsoriatic-Agents
http://bio2rdf.org/drugbank:DB06674,Monoclonal-antibodies
http://bio2rdf.org/drugbank:DB06674,TNF-inhibitor
http://bio2rdf.org/drugbank:DB01281,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB01281,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB06372,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB06681,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB06681,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00422,Central-Nervous-System-Stimulants
http://bio2rdf.org/drugbank:DB00422,Dopamine-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00656,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00656,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00656,Anti-Anxiety-Agents
http://bio2rdf.org/drugbank:DB00433,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB00433,Phenothiazines
http://bio2rdf.org/drugbank:DB00433,Antiemetics
http://bio2rdf.org/drugbank:DB00433,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00751,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00751,Histamine-Antagonists
http://bio2rdf.org/drugbank:DB00751,Ophthalmics
http://bio2rdf.org/drugbank:DB04896,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB04896,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB04896,Adrenergic-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00933,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB00933,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB00933,Phenothiazines
http://bio2rdf.org/drugbank:DB01105,Stimulants
http://bio2rdf.org/drugbank:DB01105,Appetite-Depressants
http://bio2rdf.org/drugbank:DB01105,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00434,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00434,Serotonin-Antagonists
http://bio2rdf.org/drugbank:DB00434,Gastrointestinal-Agents
http://bio2rdf.org/drugbank:DB00434,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB00434,Antipruritics
http://bio2rdf.org/drugbank:DB00604,Prokinetic-Agents
http://bio2rdf.org/drugbank:DB00604,Serotonin-Receptor-Agonists
http://bio2rdf.org/drugbank:DB00344,Adrenergic-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00344,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB06700,Neurotransmitter-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB06700,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB06700,Serotonin-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB01079,Serotonin-Receptor-Agonists
http://bio2rdf.org/drugbank:DB01149,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB04599,Nootropic-Agents
http://bio2rdf.org/drugbank:DB04599,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00805,Antidepressive-Agents
http://bio2rdf.org/drugbank:DB00191,Sympathomimetics
http://bio2rdf.org/drugbank:DB00191,Appetite-Depressants
http://bio2rdf.org/drugbank:DB00191,Stimulants
http://bio2rdf.org/drugbank:DB00191,Central-Nervous-System-Stimulants
http://bio2rdf.org/drugbank:DB00191,Adrenergic-Agents
